dim,method,anisotropy,self_sim,ndcg@10,ndcg@100,recall@10,recall@100,map
768,BM25,,,15.906254020182931,19.820826769921364,20.37164096191874,35.899280760391875,12.386426602026246
768,Base,0.8695632815361023,0.7561373114585876,36.24958866693188,42.4385943688031,43.68247022182207,66.79601648351647,30.1358357988912
384,PCA-White,0.0098265660926699,0.000221361478907,29.84444148271367,36.16522350321579,36.08137318785467,60.56879720074164,24.56783154860748
384,Soft-White,0.0099088326096534,6.733099871780723e-05,30.63817565508081,37.170198142122345,36.85812215904809,61.920698043383226,25.39260086632896
384,Random,0.0121353147551417,0.0002702074998524,32.56228549566724,39.21886328386616,40.014702375813485,65.40082945175537,26.720289009594755
384,LPP,0.0120766460895538,0.0002941347484011,34.13768573064242,41.13815552252672,41.25838924450036,67.73805755287238,28.53224587259809
192,PCA-White,0.0099349236115813,0.0001546669518575,30.40204188550973,36.71962135047103,36.5345285715656,60.61282767301286,25.152521984393577
192,Soft-White,0.010029973462224,-3.4589855204103515e-05,30.861872869913725,37.33949766990853,37.1858611210463,61.95113357150394,25.52142160057644
192,Random,0.0122360438108444,-0.0001673657534411,25.94411782690359,32.56804573766179,31.30868488507377,57.17901140354845,21.300736173065783
192,LPP,0.011575723066926,5.732684439863078e-05,28.30084216011649,35.52053298549302,34.746787848639705,61.75874108744479,23.467453994761243
96,PCA-White,0.0105118555948138,-6.399313133442774e-05,24.50320719262197,31.695597051428017,30.83916940398422,58.30113045390822,19.788696934303697
96,Soft-White,0.0106441872194409,5.586671977653168e-05,24.942410507685683,32.25194903545382,31.272737893108264,59.2399314505796,20.19730121298953
96,Random,0.0114468671381473,-0.0001582622644491,18.81929995117188,23.83286622198086,23.58307673122488,43.18963015722274,14.967145986424422
96,LPP,0.0120375519618391,-0.0005391907761804,21.92749894497356,29.450422532866565,26.85969380413825,56.38836129576871,18.2206779926932
48,PCA-White,0.0117689976468682,-1.98009056475712e-05,17.514250302043074,24.25786417303513,23.1464313293017,49.94625616153394,13.816915806586785
48,Soft-White,0.0118258018046617,-0.0001801408070605,17.993391062352558,24.73368854681569,23.65115894051079,50.35410448604893,14.239195733066923
48,Random,0.012576856650412,-4.987636930309236e-05,7.260892749586683,11.436918262544436,9.15786502592058,26.103446878909843,5.660636315810945
48,LPP,0.0145825585350394,0.000585671106819,13.319484293728737,20.12035483292205,18.50153276079202,45.97769043370896,10.431646206432111
24,PCA-White,0.0129004139453172,-0.0007226663292385,6.949823499749456,12.364478315536772,11.27842579231468,32.98936574399537,5.06827444974715
24,Soft-White,0.012907201424241,-0.0002437206130707,6.880186973286524,12.441734870473448,10.921772843069135,33.1254487967451,5.100506452510273
24,Random,0.0128505965694785,0.0002086117892758,1.907806459736876,4.19273268764986,2.7854437229437234,12.569221759036571,1.4467500496618513
24,LPP,0.0204085335135459,0.0007573983166366,5.868038255932648,11.011354700976494,9.181605003364265,30.236754843236323,4.428401639662607
12,PCA-White,0.0165295340120792,-0.0003647733828984,1.7075149891681167,4.649582454119311,3.0070546737213406,15.53811928811929,1.287632613933585
12,Soft-White,0.0168354343622922,0.0011184000177308,1.7405457610673074,4.731252721450479,3.0584950029394475,15.795320934209824,1.3129375010101418
12,Random,0.0142539534717798,-0.0007680213893763,0.3273337091044808,1.3172137919704945,0.6878974934530488,5.1006927743038855,0.2654909716200774
12,LPP,0.0283262636512517,0.0003603039658628,1.6390772141514791,4.733736445513889,2.4828549365586405,15.82556118435748,1.4254704007689036
6,PCA-White,0.0383165925741195,0.0012189685367047,0.7636463217159208,1.8871256265274847,1.301440329218107,6.091086125808349,0.6440710192146952
6,Soft-White,0.0383324287831783,0.0012147717643529,0.7506467770593669,1.9257629847103208,1.2628600823045268,6.245407113462669,0.6520621370498626
6,Random,0.0036811509635299,-0.0007395761203952,0.0,0.1304485000922666,0.0,0.5684156378600822,0.0094372037898318
6,LPP,0.0473446696996688,0.0024329093284904,0.2031473298170567,0.9194827059970244,0.2998236331569665,3.4145968058005094,0.1855876657305546
384,NCWP,0.0101669570431113,0.0002056775265373,26.22427800219162,31.881923327769474,32.68147747314414,54.075448728226505,21.57237563667936
192,NCWP,0.0116277243942022,0.0002397877688053,24.186309416992,29.70933363045145,30.00571916081176,51.31382848975441,19.68805657724691
96,NCWP,0.0125768529251217,0.0003625454555731,19.519350142878043,24.91330275237986,24.540668522150007,45.50537297065075,15.729808616114989
48,NCWP,0.0162112507969141,0.0005033337511122,13.283409331194452,17.81787418832177,17.545589270126307,35.43523991440659,10.466099702227153
24,NCWP,0.0201441682875156,0.0005811345763504,4.34270935256153,8.680086334280478,6.713577060799284,24.765391073261444,3.264455398473128
12,NCWP,0.0190757177770137,-0.0002781992952805,1.235154610588069,3.068926080161582,2.220585484474373,9.883002799669466,0.9290580570066752
6,NCWP,0.0218179300427436,-0.0002734035660978,0.2049807030396606,0.8847654886720041,0.3086419753086419,3.156599059376837,0.182635123189729
24,ZCA-only,,,3.015391211537162,5.39254838028594,4.526572535831795,14.1586144479663,2.1533962182791586
48,ZCA-only,,,8.010748524650436,12.411455772792724,10.487042535653647,28.246197817957075,6.0045421651436754
96,ZCA-only,,,18.651504106512697,24.4905228895445,22.507606419643455,44.95084348093607,15.115647684299722
192,ZCA-only,,,26.86210524485556,32.816128684600685,32.95863344474456,55.59426299009632,21.838908532727405
384,ZCA-only,,,28.16181737403387,33.30537633196212,33.701890530594234,52.94811498515202,23.306194584157225
