dim,method,ndcg@10,ndcg@100,recall@10,recall@100,map,anisotropy,self_sim
3584,Base,2.193887219272232,4.124467299952722,2.7820323537916134,10.86153772496365,1.7360572377939587,0.8469909429550171,0.7173965573310852
1792,NCWP_Default,13.025057839860862,18.810824915068523,18.38856830754979,40.90664265432783,10.147319970179916,0.0106830708682537,0.0001166694637504
896,NCWP_Default,13.23017899041389,18.820093414909376,18.2782927806076,40.0824394227172,10.17072160573994,0.0113861775025725,4.215352237224579e-05
448,NCWP_Default,11.78812851811077,18.02434891643526,16.101687664187665,40.69307578566838,9.47129709743659,0.0124077098444104,8.578060806030408e-05
224,NCWP_Default,9.510664758976905,15.300613222159711,13.873204127833755,36.72288102843658,7.253457901885827,0.0136220464482903,3.661218579509296e-05
112,NCWP_Default,8.267559506559973,13.384933207638475,12.17303444155296,32.40398319102023,6.387198459932471,0.0151332225650548,0.0001649575715418
56,NCWP_Default,4.817662393193102,8.597798253398482,6.743635736691292,21.499175121860308,3.925902242370882,0.0175775028765201,0.0002682749473024
28,NCWP_Default,2.0331356553990187,4.637465282615808,3.5834124723013607,14.175840877229763,1.4717033738149004,0.0209873300045728,0.0001503053499618
14,NCWP_Default,1.1493549583724991,2.7374293658402173,1.9394952612545209,8.386944845278178,0.8711068223012866,0.0242084320634603,-1.813982453313656e-05
7,NCWP_Default,0.127354713097363,0.5819448774923099,0.2443415637860082,2.08754936764196,0.1113215395113474,0.0233075190335512,0.0006752074114046
