dim,method,anisotropy,self_sim,ndcg@10,ndcg@100,recall@10,recall@100,map
4096,BM25,,,15.906254020182931,19.820826769921364,20.37164096191874,35.899280760391875,12.386426602026246
4096,Base,0.7228084206581116,0.5224908590316772,3.1638179108825626,5.83920318045991,4.533282646708573,15.3699875227653,2.4345288208157108
2048,NCWP_Default,0.0097528966143727,6.018445856170729e-05,13.080894383002027,18.80371286086463,18.127514203903093,40.00552773700922,10.265473762613786
1024,NCWP_Default,0.0104394415393471,8.565280586481094e-05,13.193513716960586,18.930428105410996,17.519961605609755,39.67347938412753,10.486214611962428
512,NCWP_Default,0.0113112712278962,0.0001391044643241,12.479828099911582,18.38833812134105,16.93287379629972,40.08983043705266,9.984572709048598
256,NCWP_Default,0.0117257488891482,3.214223761460744e-05,9.407352665870144,15.074310290579406,12.469176057139022,34.76329954339214,7.632148955778464
128,NCWP_Default,0.0137675516307353,0.0003983621718361,7.637197033314836,12.072584280104133,11.743141974623455,29.57868220599702,5.8648673473422015
64,NCWP_Default,0.0153053775429725,-0.0003989569668192,4.3440205190500985,7.541873625952249,5.943074415296637,18.835822099710988,3.512159811648801
32,NCWP_Default,0.0179753955453634,-0.0003085130010731,2.3062380809802008,4.429124377231301,3.38477366255144,12.234361574639353,1.7245019346122
16,NCWP_Default,0.0214796513319015,9.848903573583812e-05,1.7105355923157015,3.229631200926508,2.293019480519481,8.863302335524557,1.2953065490673228
8,NCWP_Default,0.0193589441478252,1.2882888995591202e-06,0.1161014561153253,0.3018796788197314,0.2072310405643739,0.9893077601410936,0.0637959449561125
4,NCWP_Default,0.025339251384139,0.0020562796853482,0.0200424400699599,0.1450944932850576,0.0205761316872428,0.571284425451092,0.0143516692589005
