dim,method,anisotropy,self_sim,ndcg@10,ndcg@100,recall@10,recall@100,map
2560,BM25,,,15.906254020182931,19.820826769921364,20.37164096191874,35.899280760391875,12.386426602026246
2560,Base,0.8841949105262756,0.7819235920906067,1.7896826629109748,3.580577497887837,2.8278575848020293,9.987842661453772,1.376272271529716
1280,NCWP_Default,0.0106426551938056,5.96261779719498e-05,10.384846166728405,14.934657545040253,14.876307248992434,32.53833829065311,7.845904033482067
640,NCWP_Default,0.0115702673792839,9.169799886876716e-05,10.001446063274631,14.95330597139762,13.827466258021817,33.09449680977459,7.83213261701112
320,NCWP_Default,0.0128353396430611,-1.1582425258893636e-06,9.634404568160836,14.51951902157744,13.139400037548183,33.230991830528865,7.508850197173849
160,NCWP_Default,0.01373291015625,9.304904233431444e-05,6.45590778052649,11.132035125496332,10.04390199992052,28.97951542627468,4.819737414393139
80,NCWP_Default,0.0162202939391136,-0.0002222331240773,3.907164489114456,7.796499915611338,5.444761856798894,21.31031734040993,3.226703487742866
40,NCWP_Default,0.0200677551329135,3.585759623092599e-05,2.5103998749934293,5.480218070662533,3.3602894019560683,15.431608429293616,2.04789564876862
20,NCWP_Default,0.0241201296448707,0.0004381272301543,2.102459965257828,4.025357860732349,3.227513227513227,11.620381504640765,1.57484656820409
10,NCWP_Default,0.0235342737287282,0.0004396923468448,0.1181145760236436,0.6196690949095344,0.205761316872428,2.545194003527336,0.1084446975405593
5,NCWP_Default,0.0239971932023763,-0.0005596600822173,0.0891626039218327,0.3114122750689852,0.1028806584362139,0.9479717813051146,0.0757537930087385
