method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,512,512,base_dim_512.pt,0.4382876129357813,0.5265126831263869,0.4571136238068987,0.5350564227276015,0.4571136238068987,0.5350564227276015,0.4243585217206211,0.5008907780301152,0.4440202014842995,0.5304213594072017,0.469171036303723,0.5438007792417425,0.4439765504315182,0.5284776987662437,0.4970925856666987,0.5690289676493478
PCA-Whitening,512,2,base_dim_512.pt,0.1257918587875267,0.1442605345624033,0.1418651799540005,0.15380920887870297,0.1418651799540005,0.15380920887870297,0.12891831453207658,0.1408969922460352,0.11919151985668293,0.1371531556165553,0.11911642692043105,0.14301630887840822,0.11787685681452784,0.13580567002910918,0.11707550069216881,0.14155509591800514
PCA-Whitening,512,4,base_dim_512.pt,0.287808746219981,0.3382850765095622,0.3026487127392704,0.3592994883989295,0.3026487127392704,0.3592994883989295,0.2739064322566124,0.3258645779576455,0.21385388630414434,0.259430504791937,0.24166665354182096,0.29314299831017343,0.21630869311286557,0.26165436270589865,0.26162871029321216,0.3171917998528307
PCA-Whitening,512,8,base_dim_512.pt,0.3683107645680394,0.4346480705538553,0.39621228856364127,0.46306139925590095,0.39621228856364127,0.46306139925590095,0.3603505953101978,0.4223181258510891,0.31980324841113256,0.3928528116608636,0.36230105626954434,0.42548003416557095,0.3206400614035176,0.39072353414270133,0.3839055585777019,0.44271021777385733
PCA-Whitening,512,16,base_dim_512.pt,0.42043342956111557,0.5011758654711814,0.4291532560007594,0.5049645177348453,0.4291532560007594,0.5049645177348453,0.39414651186717004,0.4713354538990791,0.41952256371112356,0.5032761521738959,0.4345380280256517,0.510445547369047,0.4213744169214079,0.502279615784373,0.45748154979183053,0.5288720078262569
PCA-Whitening,512,32,base_dim_512.pt,0.4735963056937199,0.5651669388247406,0.459183874093536,0.5418278679745229,0.459183874093536,0.5418278679745229,0.4406016202372919,0.5222642077739329,0.48553052276479164,0.5594134957933651,0.5029351953248933,0.5731657739879108,0.48668004377139606,0.5583451885948766,0.5293276275050876,0.5954009067310211
PCA-Whitening,512,64,base_dim_512.pt,0.4904237778735344,0.582971130894445,0.48353368976505506,0.5652515160708692,0.48353368976505506,0.5652515160708692,0.47073753444584615,0.5516886350080981,0.5059386952385257,0.5800689941836704,0.5250737881582379,0.5961730327791803,0.5134666085459063,0.5852162380112248,0.5644628886621147,0.6304900571047116
PCA-Whitening,512,128,base_dim_512.pt,0.5386018784157937,0.6326370658141726,0.5338856607471275,0.6115463023407696,0.5338856607471275,0.6115463023407696,0.5142856833631686,0.598846485076615,0.5399800684944016,0.6153119678283833,0.5741640709085177,0.647630777532288,0.5482375928518597,0.6220097066002365,0.6211355757967766,0.6911693362261553
PCA-Whitening,512,256,base_dim_512.pt,0.5546211020584928,0.6438791382969968,0.5582201105138376,0.640811211438604,0.5582201105138376,0.640811211438604,0.535243239833602,0.6214779975003271,0.558058261289393,0.6319890022487108,0.5928591280534297,0.662825750497001,0.5644512518024275,0.6378746882293901,0.6373448038141162,0.7063789765501124
Soft-Whitening,512,2,base_dim_512.pt,0.12579423141211796,0.1442605345624033,0.1418775242597381,0.15380920887870297,0.1418775242597381,0.15380920887870297,0.128931062076582,0.1408969922460352,0.11921101893745624,0.1371531556165553,0.11915268565039158,0.14301630887840822,0.11785228758625899,0.13580567002910918,0.11704675814062304,0.14155509591800514
Soft-Whitening,512,4,base_dim_512.pt,0.28838682680953187,0.33878803927985124,0.30296344909334666,0.35965204536220896,0.30296344909334666,0.35965204536220896,0.27416524079144444,0.3261614718064493,0.21437323824494312,0.26139256716212567,0.24424469585636172,0.2961115071959899,0.21686166903308043,0.26364376600439293,0.26454959726231286,0.32051823328614437
Soft-Whitening,512,8,base_dim_512.pt,0.365498265233223,0.43212373853134334,0.393173586627794,0.46020506347375045,0.393173586627794,0.46020506347375045,0.35808655846931814,0.42006799932118094,0.319866737297982,0.3924753266373142,0.3611519019743242,0.42437658038523896,0.3205193746362736,0.3901328208285725,0.3813865795402231,0.4405882667988553
Soft-Whitening,512,16,base_dim_512.pt,0.40994242037102946,0.48716476799437886,0.421876929037326,0.4971173485767506,0.421876929037326,0.4971173485767506,0.38736687371767226,0.45938065943903306,0.41632221037345585,0.49995135342021685,0.43046569462907497,0.5032949961041814,0.4177983811108959,0.4986858930352663,0.4522780973221795,0.5205162630203143
