method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,2048,2048,base_dim_2048.pt,0.36977025130180313,0.4368194042246703,0.3454392706637257,0.4157261563747492,0.3454392706637257,0.4157261563747492,0.32355364692744243,0.3913863377391782,0.39553312648234756,0.4746616502146582,0.3977692195631918,0.4629644948132278,0.3904880422264942,0.4631156130474287,0.4051526681985583,0.4638409775260775
PCA-Whitening,2048,2,base_dim_2048.pt,0.09711291529334189,0.10984950265532242,0.12415489594261127,0.1436901600027333,0.12415489594261127,0.1436901600027333,0.10749346512009901,0.12274083575300665,0.12012230003781617,0.14064950400271897,0.130591322081344,0.15431272504439547,0.12236059790715274,0.14523750243059644,0.14128411189982276,0.17112674716338766
PCA-Whitening,2048,4,base_dim_2048.pt,0.2701718500941845,0.3071291690785792,0.289274312778189,0.3249446965525044,0.289274312778189,0.3249446965525044,0.25617532273003646,0.2888453757607002,0.22317433144396984,0.2590193371250094,0.24527426942707634,0.2805980081724071,0.23000253523373798,0.2622764285691584,0.26758800304944813,0.2989476747507056
PCA-Whitening,2048,8,base_dim_2048.pt,0.33086833394821635,0.39589163649377984,0.30638731146924636,0.36734321241548357,0.30638731146924636,0.36734321241548357,0.28801058072832786,0.34810222165765936,0.32482412190412674,0.394311718684615,0.35070569002287294,0.4149368579764467,0.31988405220828586,0.3860639542467898,0.35805640476314615,0.4164210007713265
PCA-Whitening,2048,16,base_dim_2048.pt,0.35356902541444407,0.4061266117784139,0.32756592958747804,0.392222329185902,0.32756592958747804,0.392222329185902,0.30762730712006764,0.36640874762807346,0.39674969080631795,0.4720255680711141,0.4006104835823078,0.46067625676118673,0.38977098666605065,0.4605198120880401,0.4045603017602594,0.45868210114387165
PCA-Whitening,2048,32,base_dim_2048.pt,0.3836116552699527,0.46839781777046785,0.3647274982108301,0.45366931194931015,0.3647274982108301,0.45366931194931015,0.3435279071076233,0.4276306429249591,0.41682748140410636,0.5026401498353245,0.4265749775299629,0.505265482970334,0.4146862207911553,0.4948393978094656,0.4402552084188823,0.5137499666114257
PCA-Whitening,2048,64,base_dim_2048.pt,0.4107718920797601,0.4994312605626164,0.3957522389805544,0.4802240598639116,0.3957522389805544,0.4802240598639116,0.3744047991805288,0.4592003519682112,0.4581761412787948,0.5385680034275503,0.46009363259584285,0.5366039773489125,0.4554771898308165,0.5297330984583204,0.4706558620976678,0.5444086544214526
PCA-Whitening,2048,128,base_dim_2048.pt,0.4691548916152526,0.549372784688622,0.4437389830336476,0.5260531238724638,0.4437389830336476,0.5260531238724638,0.4255634353154048,0.5044876775738543,0.5066384078805135,0.5800633267998346,0.5026071978243221,0.5725022131986766,0.5026039629316449,0.5731697183508442,0.5180207361618735,0.5861782222644777
PCA-Whitening,2048,256,base_dim_2048.pt,0.5082416437652101,0.5879067824932273,0.48403324404390163,0.5623030825809487,0.48403324404390163,0.5623030825809487,0.464226871547261,0.5411799544335303,0.5236907349549578,0.5942858790898178,0.5353129006993775,0.601543584187902,0.521016889155415,0.5884785638520981,0.554864476109287,0.6194498446336849
PCA-Whitening,2048,512,base_dim_2048.pt,0.5127915071523585,0.5958102152857245,0.49784139581546794,0.5815144187150341,0.49784139581546794,0.5815144187150341,0.4771396961528873,0.5595893278307142,0.5330856845615648,0.6059802561465972,0.5464891466378268,0.6153949866720639,0.5304820432093365,0.6009953102274173,0.5679995749736411,0.6361723428452811
