method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,1024,1024,base_dim_1024.pt,0.4142680287804792,0.4711534567146062,0.37398784468665974,0.44127063493331387,0.37398784468665974,0.44127063493331387,0.3544254504134612,0.41794815283010617,0.399504398549474,0.4762855740514706,0.43811661281977565,0.4987430101584903,0.38847284329389903,0.46283285166100363,0.4384636158257141,0.49690180326065686
PCA-Whitening,1024,2,base_dim_1024.pt,0.12000890794932792,0.14551548792791422,0.1459075730195649,0.17829348190294006,0.1459075730195649,0.17829348190294006,0.13088173094678682,0.1539906535816397,0.12849213008513477,0.1518621454557818,0.12569017082129533,0.15710158218362819,0.12944387940406957,0.153032230669494,0.13613848540374726,0.17111226490536385
PCA-Whitening,1024,4,base_dim_1024.pt,0.27600118151916025,0.32578021203429613,0.27017852551696764,0.3146670273288107,0.27017852551696764,0.3146670273288107,0.2524765291018951,0.295092924827127,0.23488684294821105,0.29017578931881427,0.2685812841686678,0.3158777411522876,0.22746397412114142,0.28170437314791463,0.25973211952320113,0.30810758504666985
PCA-Whitening,1024,8,base_dim_1024.pt,0.35214473777347577,0.40529380756411243,0.32129754545623146,0.364814990814532,0.32129754545623146,0.364814990814532,0.30883860917032846,0.35317802559586176,0.35104240494386124,0.41088215823779534,0.3866024816002762,0.42988822602642324,0.34625791593998634,0.4015512445710456,0.39819094771934693,0.4302813643783647
PCA-Whitening,1024,16,base_dim_1024.pt,0.3904716445139297,0.4570776695185264,0.35832227382530524,0.4264205758732198,0.35832227382530524,0.4264205758732198,0.33281962384975977,0.40301001357574706,0.3987908356587347,0.47269067170508405,0.4320761680469525,0.4920519311984278,0.38772355572854167,0.45842872101714177,0.4316251280185626,0.486514685033052
PCA-Whitening,1024,32,base_dim_1024.pt,0.41389371614485543,0.48926213973974947,0.3860862318515744,0.4638675419933256,0.3860862318515744,0.4638675419933256,0.36697086694281816,0.4428895932793481,0.428751872573913,0.5078364552275699,0.4683967059023986,0.5341941001158075,0.42387774132163064,0.5002585167110969,0.4825422539423351,0.5445414890599685
PCA-Whitening,1024,64,base_dim_1024.pt,0.4842522315328195,0.5561667126842001,0.45308292793037963,0.5331070146116037,0.45308292793037963,0.5331070146116037,0.4303710684390686,0.5073100829344933,0.4848609009746221,0.5545136396555722,0.5191085146698271,0.5841088062293383,0.4832442131497023,0.5528993554595862,0.5448571762993369,0.6104792718397782
PCA-Whitening,1024,128,base_dim_1024.pt,0.5253402641690813,0.6028438404081106,0.5029703013357882,0.5819727527796613,0.5029703013357882,0.5819727527796613,0.47907503757678377,0.5594323533174407,0.5214540156956485,0.5916561201302231,0.5597822274333977,0.6206822890383332,0.5230565162732692,0.594406335375593,0.5930708224842192,0.6542587806687231
PCA-Whitening,1024,256,base_dim_1024.pt,0.5425321827425406,0.6148248034329249,0.5271899068747197,0.5999605534193979,0.5271899068747197,0.5999605534193979,0.5009582335039405,0.5740562873634708,0.5385840355176966,0.6023320066458607,0.5784642418089292,0.6360622351023338,0.5398380976702486,0.6047291456113616,0.6124275248212921,0.6701786855378485
PCA-Whitening,1024,512,base_dim_1024.pt,0.548500000319269,0.6254090248396139,0.5378923925420291,0.6193040607538912,0.5378923925420291,0.6193040607538912,0.5096375179499218,0.5892444743598716,0.5421502357441634,0.6059833647458533,0.5870984948324536,0.6445263692483585,0.5429138886251522,0.6087156436053851,0.6212722844385644,0.6801841259659699
Soft-Whitening,1024,2,base_dim_1024.pt,0.11999606544726374,0.14551548792791422,0.14597230279953752,0.17829348190294006,0.14597230279953752,0.17829348190294006,0.13090848857067022,0.1539906535816397,0.1284431494317955,0.1518621454557818,0.12569172824205999,0.15710158218362819,0.1293943814034614,0.153032230669494,0.13613821704541265,0.17111226490536385
