method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,256,256,base_dim_256.pt,0.502255121863439,0.5760617011691097,0.4900726181965156,0.5721116773815215,0.4900726181965156,0.5721116773815215,0.4667345894269615,0.5437037272131617,0.44889331025228896,0.5242737975142102,0.5022399377192199,0.5653478294400975,0.4486779871760778,0.5225806220760043,0.5182471828785173,0.5828213848650919
PCA-Whitening,256,2,base_dim_256.pt,0.15977169165050897,0.18084228244182418,0.16273313265280503,0.18877660434172872,0.16273313265280503,0.18877660434172872,0.1471692971064339,0.16815284844360276,0.1296866900465057,0.1485122607122737,0.1755761857246608,0.20046278129253026,0.13637363494231264,0.15670338570883566,0.2000882742608297,0.2285668452398174
PCA-Whitening,256,4,base_dim_256.pt,0.27346763759188564,0.3145902185405752,0.2677015850017762,0.3029754107124403,0.2677015850017762,0.3029754107124403,0.24752458941990693,0.2813492149757679,0.21486264361257915,0.24742124562373222,0.26050856819291685,0.285285291807426,0.21388397984823113,0.2483885844836567,0.27214033274972027,0.3012705734854935
PCA-Whitening,256,8,base_dim_256.pt,0.3584584978624231,0.44624476842706384,0.3423995535448989,0.4208937612484977,0.3423995535448989,0.4208937612484977,0.31333542500670064,0.38870987234941695,0.31717006586328006,0.3942172773313612,0.34671958461771585,0.41156839806311823,0.31691120857245303,0.3895966613956143,0.35966352161595094,0.4205932453072013
PCA-Whitening,256,16,base_dim_256.pt,0.4721669691726628,0.5484352025600352,0.46356888288646236,0.5398643110402355,0.46356888288646236,0.5398643110402355,0.4373426275100147,0.5140361871285889,0.4345593651884085,0.5100945724599696,0.47672941846595246,0.538789921062611,0.4349656965926315,0.5097586570040038,0.4954279108907528,0.5567975490878172
PCA-Whitening,256,32,base_dim_256.pt,0.5116395670962968,0.5938135452366026,0.4872716940094664,0.5682006268858489,0.4872716940094664,0.5682006268858489,0.4691391009846964,0.5531695944815826,0.4761092155384738,0.553046795035552,0.5305611157005514,0.6028355049583427,0.4759812924464701,0.5536669680722464,0.550085353191228,0.6267311682508944
PCA-Whitening,256,64,base_dim_256.pt,0.5148704346229205,0.5972546551090734,0.490450372372827,0.570970314837652,0.490450372372827,0.570970314837652,0.477378635331084,0.5617506630784872,0.4856627826203667,0.5635219977044774,0.5497185932023394,0.6241744409048445,0.48544675123238856,0.565021959286431,0.5747541712398785,0.6554175404099989
PCA-Whitening,256,128,base_dim_256.pt,0.5226392550836328,0.6017279803753082,0.500686721435379,0.5791116412546122,0.500686721435379,0.5791116412546122,0.48266466508493894,0.5657531382078134,0.49214815428607245,0.5700862519893605,0.5488930182647043,0.6245170766912636,0.4966184416751442,0.5746197242133877,0.5800906741837968,0.6603777722279781
Soft-Whitening,256,2,base_dim_256.pt,0.16351460183400968,0.18450933240996567,0.16476344451641592,0.19128008315251047,0.16476344451641592,0.19128008315251047,0.14894963390026775,0.17034888248814817,0.13193590581843892,0.15073149231331046,0.1816333269920869,0.20532399255630174,0.13864834324384895,0.15894769337316095,0.20683017845350402,0.23397758473340657
Soft-Whitening,256,4,base_dim_256.pt,0.273987306849164,0.3153169244448237,0.2680644702177042,0.3034322217573699,0.2680644702177042,0.3034322217573699,0.24789970279777768,0.2817993570293372,0.21511609541436194,0.24770792827237412,0.260925150919348,0.28589838556473257,0.214199275133281,0.24867850648426068,0.27273644417404896,0.301952973493626
Soft-Whitening,256,8,base_dim_256.pt,0.3608988587099289,0.4444840586475477,0.3451139737334065,0.4187751830759943,0.3451139737334065,0.4187751830759943,0.31567984637096874,0.3868363703510092,0.318473567340657,0.3920561372871974,0.34556048401113965,0.4097335820026701,0.3206207811076321,0.3889892977582001,0.35989704678847567,0.41974843905030745
Soft-Whitening,256,16,base_dim_256.pt,0.4735045108276826,0.5468136369979545,0.4642666739165054,0.5395765169019344,0.4642666739165054,0.5395765169019344,0.4378878246185906,0.5113441849691437,0.4330550790358533,0.5095460021796331,0.4743622680693633,0.538520171005103,0.4332221670910894,0.5079790043994261,0.492328565078839,0.5533118459847489
