method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,256,256,base_dim_256.pt,0.46321382779712844,0.5422453756250704,0.4523981589347643,0.5249745876825974,0.4523981589347643,0.5249745876825974,0.4366029821868099,0.5066569657374524,0.403213555553609,0.4885570421873229,0.45235753837671416,0.5282804964447914,0.4043235583820156,0.48865947363486517,0.47925267629629587,0.5541234837900582
PCA-Whitening,256,2,base_dim_256.pt,0.14597170837289894,0.16001937467953675,0.13712621192531135,0.1492882392881568,0.13712621192531135,0.1492882392881568,0.1275833209702339,0.13782202182937295,0.14312874801589517,0.16253957888204545,0.19371891821584414,0.2124631566311723,0.14009950197536758,0.15577034337834905,0.1992416813802427,0.21168843051001357
PCA-Whitening,256,4,base_dim_256.pt,0.2803795415133454,0.313920186900925,0.2710998083523933,0.30855042120196,0.2710998083523933,0.30855042120196,0.24751087647325803,0.27711884574161016,0.22065007495317776,0.2646936503622263,0.29311200014433403,0.33056789024128164,0.21591862664704484,0.2585017693450751,0.304589557885103,0.3365383626005049
PCA-Whitening,256,8,base_dim_256.pt,0.41669654836335673,0.47832977379808117,0.4107529827613533,0.47279052905127544,0.4107529827613533,0.47279052905127544,0.3926144420007051,0.4459068011519887,0.3297219606147942,0.3872743006440218,0.3837100160421488,0.4394580469550754,0.3318726719869277,0.38576587472075724,0.40357397195485034,0.4569618843896199
PCA-Whitening,256,16,base_dim_256.pt,0.46773464105775664,0.5421614890968397,0.437225319249386,0.5116026862867493,0.437225319249386,0.5116026862867493,0.4211114157334643,0.4912225614867259,0.40663264869350796,0.4886038280523631,0.44897293232014,0.5208842326123944,0.41108355346914754,0.4916119817431941,0.47487985513262704,0.5455058709894489
PCA-Whitening,256,32,base_dim_256.pt,0.4668923805906428,0.5471568009646637,0.45496937050431724,0.5289551690149658,0.45496937050431724,0.5289551690149658,0.44388836655105834,0.5150176518078146,0.46518073615125016,0.5416090621485636,0.50938887282698,0.5808261183320719,0.4661322912538384,0.5393263127635419,0.5262654400098716,0.5944572519604581
PCA-Whitening,256,64,base_dim_256.pt,0.47230732309472245,0.5518855393991449,0.469187469170742,0.5459024461812458,0.469187469170742,0.5459024461812458,0.45549349401722233,0.5272409272802316,0.4668530427891641,0.5391409665104203,0.5106482630083644,0.5812130112953048,0.4728377427656611,0.5441593972519194,0.5458059628799425,0.6148453699403955
PCA-Whitening,256,128,base_dim_256.pt,0.4751850358142389,0.552740387386685,0.47422836395471957,0.5547054183059941,0.47422836395471957,0.5547054183059941,0.4554975094141857,0.5312605252001856,0.47816490099298975,0.5485104639568704,0.5249907738065631,0.5961293132832314,0.4832377051679999,0.5511183607936765,0.5614994700301562,0.6276273125187442
Soft-Whitening,256,2,base_dim_256.pt,0.1515016260230357,0.16539299365769836,0.1427120407220842,0.1547155944561,0.1427120407220842,0.1547155944561,0.13247989077571187,0.14258285969598983,0.1454462182591384,0.16507535329684,0.19793732246912032,0.21663776780515406,0.14259681927054146,0.15843804120962376,0.20453300280877368,0.21667799197336135
Soft-Whitening,256,4,base_dim_256.pt,0.28053836083349004,0.313920186900925,0.27105750948599583,0.3083625184424487,0.27105750948599583,0.3083625184424487,0.2474769723294351,0.2769540187595827,0.21994494583887078,0.2638606752303703,0.29261374856294387,0.32974359598642233,0.21529229890990262,0.2579749216050201,0.30440607313043305,0.33627092394574637
