method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Soft-Whitening,1024,512,base_dim_1024.pt,0.5037444098964168,0.5692771728224528,0.4858958564199466,0.5658893990382206,0.4858958564199466,0.5658893990382206,0.47405788293797196,0.5439704363378407,0.5082856964436064,0.5850146033877396,0.5622817576208174,0.6277468453227801,0.5075299638646693,0.5833930143163376,0.5853424606235307,0.6497512838796397
NCWP,1024,2,base_dim_1024.pt,0.12663356616598043,0.1434780807523743,0.12488774878491447,0.13401171009035606,0.12488774878491447,0.13401171009035606,0.11051029360544022,0.11911291306640076,0.11527294116053084,0.13771284475493725,0.1572426169527602,0.17533512847335797,0.1243089337792819,0.1459634353397264,0.18157596445164,0.2007609083046187
NCWP,1024,4,base_dim_1024.pt,0.14103956799877043,0.15221068080399197,0.1441532061318326,0.1604825512474065,0.1441532061318326,0.1604825512474065,0.13390509977857404,0.15013916676101238,0.1395620425283279,0.154995405903453,0.19473978465308842,0.21440476674319264,0.1494026826621914,0.16519855991040275,0.22582612028778318,0.24899887901416018
NCWP,1024,8,base_dim_1024.pt,0.20820205574805314,0.25383563485959204,0.20807996532379697,0.2525582867664415,0.20807996532379697,0.2525582867664415,0.19860738773732625,0.2443784716476286,0.21160696358561332,0.2595049867898662,0.2939504572996021,0.3430579298740953,0.2216596036102822,0.2715190844646512,0.3332844434077174,0.3893867757693764
NCWP,1024,16,base_dim_1024.pt,0.2958770571611132,0.3528503291203736,0.304173788646199,0.3589810736900749,0.304173788646199,0.3589810736900749,0.28090011595355696,0.33326182504276747,0.3106039789760914,0.3589232928826438,0.3783630868444504,0.42001876422662604,0.3183095032338656,0.3656668949679899,0.4205433619173865,0.46130069812384966
NCWP,1024,32,base_dim_1024.pt,0.37533253122360893,0.43564635925972006,0.3954552197736521,0.44804434407593996,0.3954552197736521,0.44804434407593996,0.36752963787518056,0.4166182056403259,0.35089972596502184,0.41337153394446874,0.4598043117155388,0.5209979002002291,0.3621836016406213,0.42002816876587046,0.5093514892634886,0.5656765813644745
NCWP,1024,64,base_dim_1024.pt,0.424666453786156,0.4979116081683954,0.43458475830198107,0.5007000498185468,0.43458475830198107,0.5007000498185468,0.41179630819164503,0.4828261478731395,0.4418431801322181,0.5144829033151946,0.508891817764217,0.5814218060321639,0.4565367278999287,0.5254978813240866,0.5644755550694327,0.6357748136522909
NCWP,1024,128,base_dim_1024.pt,0.44107669296055807,0.5154035559664223,0.44255610347077623,0.5183628170123578,0.44255610347077623,0.5183628170123578,0.4263653840603508,0.49982802607230115,0.472561860125924,0.5538530535052226,0.5322029396521979,0.6081842957241921,0.48612771931538074,0.5616527883903623,0.5864876966920338,0.6580953424808995
NCWP,1024,256,base_dim_1024.pt,0.46055097559717867,0.533159699197869,0.4534413600406242,0.5256302183539451,0.4534413600406242,0.5256302183539451,0.4358551660278716,0.5088128429299604,0.4831997651987647,0.5681949029828997,0.5673911469952795,0.6491651458863232,0.4908772891169521,0.5749281495358051,0.618763662983704,0.6996311999834837
NCWP,1024,512,base_dim_1024.pt,0.4649688501184392,0.5475769019446369,0.4671469508994577,0.5433674150097567,0.4671469508994577,0.5433674150097567,0.4525735814478832,0.5295817966587228,0.47610735481022703,0.5606415155601076,0.5574992208927385,0.6444005806938209,0.4852323927042919,0.5689376394470543,0.609961064292734,0.6957970412110884
LPP,1024,2,base_dim_1024.pt,0.18114079325764232,0.19848470125497414,0.1664315901656012,0.17668983411715103,0.1664315901656012,0.17668983411715103,0.1568195494315096,0.167970101512615,0.1414223815450662,0.15100640976232751,0.19511173097540346,0.20503668531539337,0.14771880838495058,0.15602008523218963,0.21595338109883389,0.22122611734955325
LPP,1024,4,base_dim_1024.pt,0.24915773734162075,0.27802728889868317,0.25297864370812473,0.29867776748994807,0.25297864370812473,0.29867776748994807,0.240082048731074,0.27696482112147874,0.2625890865908431,0.3034320799456773,0.3037611061512227,0.34304670743234444,0.26283498626429785,0.30207511303878737,0.3154637574662862,0.35322316239015095
LPP,1024,8,base_dim_1024.pt,0.33545653758168814,0.40705216036470415,0.30393254610161596,0.3818963569114194,0.30393254610161596,0.3818963569114194,0.30024405239832924,0.37178245959354717,0.3306702239671877,0.4052749110018206,0.38793430695521625,0.46026748327562217,0.3174029861959361,0.386317530062807,0.37239611564447767,0.4418371253377363
LPP,1024,16,base_dim_1024.pt,0.4555331678255963,0.5318630690952139,0.42620045630250253,0.5108142943834089,0.42620045630250253,0.5108142943834089,0.41936629336989484,0.4942302140629506,0.4166025119411484,0.49610500903948745,0.45901395521423816,0.5262264136717008,0.41032871921376085,0.48734134456350486,0.465564440803924,0.531819516374548
LPP,1024,32,base_dim_1024.pt,0.4630676923317023,0.5476463557516275,0.4372650206455307,0.5278777884025994,0.4372650206455307,0.5278777884025994,0.4303472768455045,0.5095090479587163,0.4269473763372529,0.5115808970586149,0.47574619477379,0.550019875140668,0.42241751714416487,0.5048883875954572,0.48618204258066045,0.5600774346797903
LPP,1024,64,base_dim_1024.pt,0.4657063569964305,0.5449053882353552,0.4397123520474714,0.5254395389129174,0.4397123520474714,0.5254395389129174,0.432121681633557,0.507291268114647,0.43831568083547434,0.5241241122788268,0.49079767722963635,0.5623969083417708,0.43091660611329063,0.514455376495385,0.4953399012436494,0.5683387350919178
LPP,1024,128,base_dim_1024.pt,0.4696012292042731,0.5524833629763619,0.4413084590741236,0.5304718623588768,0.4413084590741236,0.5304718623588768,0.43357145307005235,0.5121498899332049,0.43840877971801256,0.5230378771749097,0.4906830416819742,0.5652466235461788,0.4322107478661787,0.5150226556035148,0.49947960390375756,0.5741084136547566
LPP,1024,256,base_dim_1024.pt,0.46867124259073306,0.5514630087971372,0.4403981611112953,0.5294062187877472,0.4403981611112953,0.5294062187877472,0.43273073158576364,0.5112052058832736,0.4392849054952925,0.5234135102579353,0.4911899469154861,0.5656605994233701,0.4334359554330099,0.5155653021688155,0.5000749641340181,0.5745691868050217
LPP,1024,512,base_dim_1024.pt,0.46974321337454283,0.5528494624846274,0.44119186118203724,0.530546387938108,0.44119186118203724,0.530546387938108,0.43309015828644454,0.5120405272787557,0.4412436273889251,0.5257255130073506,0.49278509205539367,0.5675046392875565,0.4355462369631743,0.5179850077807318,0.5022250805055731,0.5769098539869253
Random Projection,1024,2,base_dim_1024.pt,0.13256345218328308,0.15551950838066037,0.1375978259649359,0.154196879133398,0.1375978259649359,0.154196879133398,0.12189729599782263,0.14003187493059824,0.11922841520474371,0.1310493616294616,0.16143601273758354,0.18131731526508227,0.12682824941909498,0.13777043183637325,0.18705981914405967,0.20756370547506725
Random Projection,1024,4,base_dim_1024.pt,0.19637234961075126,0.2355275984658718,0.2114159414491912,0.23960545950642118,0.2114159414491912,0.23960545950642118,0.20166367166373836,0.23358749502656215,0.2116602787209618,0.25359331034751714,0.2394880784993214,0.2776740214610445,0.21701630101424166,0.25695447907825525,0.2611438402885995,0.29686472867704056
Random Projection,1024,8,base_dim_1024.pt,0.3174470218413046,0.389371907888497,0.2839056580275858,0.3536333989075066,0.2839056580275858,0.3536333989075066,0.28064105069394907,0.3484631860375517,0.3182115017751853,0.39301653355196287,0.3609394462470583,0.42478290172624333,0.32140914943487775,0.3934510132170193,0.37804876368379675,0.43860441743767586
Random Projection,1024,16,base_dim_1024.pt,0.3351704057188929,0.38435609383008806,0.30491265689039376,0.35604585397128313,0.30491265689039376,0.35604585397128313,0.2968197986993419,0.34561601538629366,0.3530314677418641,0.42008067608624194,0.3708753781930142,0.42134093200053535,0.35253482609726766,0.4168192351947998,0.3803429690799497,0.4280563112824548
Random Projection,1024,32,base_dim_1024.pt,0.42322279619710207,0.5065367861179759,0.4337585973837976,0.51428918802952,0.4337585973837976,0.51428918802952,0.40144624059293393,0.4786782200690213,0.3977832644507443,0.48031213409518986,0.44979663847915397,0.5278983792247166,0.39553482247070426,0.47545188706306846,0.4652367222509215,0.5423701997946417
Random Projection,1024,64,base_dim_1024.pt,0.48301331588838387,0.5486231053400169,0.45804641416589825,0.5268855505342002,0.45804641416589825,0.5268855505342002,0.44557376162376894,0.5057730999398224,0.4476072749519145,0.5235521317269866,0.4855062569929017,0.5505037333117655,0.4450604732056362,0.515638942435913,0.4959270951943669,0.5564468976073224
Random Projection,1024,128,base_dim_1024.pt,0.46237900394444176,0.5398874942990223,0.43513411817978404,0.5146069977620538,0.43513411817978404,0.5146069977620538,0.4219881374699562,0.49506290782956525,0.4269414266461075,0.5061977529596341,0.46928615813825847,0.5390537651008369,0.4241556095631096,0.49960356707943027,0.4795947966909873,0.5470925569617527
Random Projection,1024,256,base_dim_1024.pt,0.4580822061006208,0.5335507702361345,0.4489654911790739,0.5286785594758743,0.4489654911790739,0.5286785594758743,0.43307020022087894,0.505267320572868,0.4425997716720014,0.524579067315983,0.5004797925179338,0.5676507879520993,0.43695602139438267,0.5166380849415557,0.5119112599063428,0.5777685070852318
Random Projection,1024,512,base_dim_1024.pt,0.4713236308243647,0.5550920932747475,0.4474024242051628,0.5326785573349959,0.4474024242051628,0.5326785573349959,0.4409222488019272,0.5175847600374118,0.45227187810722197,0.5267519986545415,0.5110211924502698,0.5749862893909072,0.4452504660002072,0.5166590025532524,0.51701841146312,0.5792974054424039
