method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Soft-Whitening,128,16,base_dim_128.pt,0.43446826407838335,0.5030356120561099,0.45878581254924705,0.5224151108839575,0.45878581254924705,0.5224151108839575,0.4340834416157099,0.4976626196464574,0.4134227295124881,0.4918732311922599,0.48200152739927765,0.5553409266498677,0.4119193757177287,0.4896655629906634,0.5039041881544389,0.5797090449947159
Soft-Whitening,128,32,base_dim_128.pt,0.4553410229913771,0.5375423744823803,0.47127763999344974,0.5456234750222633,0.47127763999344974,0.5456234750222633,0.4508059589882067,0.5216354349762691,0.45601641969545054,0.5271947899005532,0.5222246636829988,0.5896850651169386,0.45533435579414816,0.5273506127087932,0.5496467115249052,0.6187920287832307
Soft-Whitening,128,64,base_dim_128.pt,0.44906918998606277,0.5272163035322067,0.4707113276799838,0.5427330411109534,0.4707113276799838,0.5427330411109534,0.4466780815726347,0.516050095254253,0.45856321466504635,0.5285251272487882,0.5266116608050511,0.5917748183589534,0.4587655599582279,0.5297356585330212,0.5580585753270578,0.6236253305178395
NCWP,128,2,base_dim_128.pt,0.13546131462107375,0.14042953480944348,0.13861988221710844,0.1456509785023909,0.13861988221710844,0.1456509785023909,0.12550348568612849,0.13104866492082437,0.12016197900429422,0.14053420619748425,0.17728117623562323,0.19761961349589366,0.13156560600139933,0.14790440264698926,0.2074677947097801,0.21886478582485142
NCWP,128,4,base_dim_128.pt,0.17450226883459852,0.20179995173804033,0.17073308064524173,0.1965009423961262,0.17073308064524173,0.1965009423961262,0.15305151889298854,0.17124632959575437,0.1542915237456255,0.17770524574622978,0.22640231129853286,0.2424439758544696,0.16227166180277158,0.18729328950802196,0.2617405544889998,0.2819338866455041
NCWP,128,8,base_dim_128.pt,0.29010923525135174,0.34392207949421305,0.2776265024713075,0.32521027311156203,0.2776265024713075,0.32521027311156203,0.2723951952204069,0.32179444463349294,0.2603520145479672,0.3100829806881407,0.34948799476798553,0.4134909032604913,0.2640721607256911,0.3117587845737247,0.37809328144309684,0.44136289234434706
NCWP,128,16,base_dim_128.pt,0.3358624749616791,0.4161275747415405,0.35219651129904883,0.42154743283236584,0.35219651129904883,0.42154743283236584,0.32646793878050656,0.39773267652188576,0.33338353338171517,0.40458952375311125,0.41058015340896625,0.47770373819127465,0.3412159960483387,0.41200950336740894,0.45105654673083817,0.5229208862916834
NCWP,128,32,base_dim_128.pt,0.4080682926560638,0.4841747151461418,0.4453914557716767,0.5071182971687288,0.4453914557716767,0.5071182971687288,0.41137035517419807,0.4787731596129648,0.4099512038212879,0.47666289813517476,0.5102308933001655,0.5839662199653284,0.41819048253652197,0.48292910513285503,0.5629253974118624,0.6353199341577831
NCWP,128,64,base_dim_128.pt,0.4154850574998365,0.4842759282189948,0.4422059709325096,0.5105356735859139,0.4422059709325096,0.5105356735859139,0.4155858941323068,0.48249496229219074,0.42855509135698555,0.49629345973758443,0.537710461615179,0.6128768021751676,0.4305975458651265,0.49645429895095344,0.5772650620142423,0.6534122584697284
LPP,128,2,base_dim_128.pt,0.1842734156375606,0.20585568444262492,0.17682884351584716,0.1939577249926871,0.17682884351584716,0.1939577249926871,0.16401878880336027,0.18047969565254648,0.14836460848550864,0.16856665869174087,0.18565088725129192,0.2082358084151511,0.1528135809732797,0.16955306341603213,0.20845089437833728,0.2268383670752008
LPP,128,4,base_dim_128.pt,0.27707298506227784,0.33234806762427327,0.2809832563371015,0.3324960119773524,0.2809832563371015,0.3324960119773524,0.2501968346340546,0.2976991010294995,0.2310621363712238,0.2735811020606446,0.28721863769260336,0.3316278598583788,0.23044977763590982,0.2684549601885784,0.3064731753892806,0.3454219960441561
LPP,128,8,base_dim_128.pt,0.3763310736562975,0.4388793390076798,0.4065252723414514,0.45845893886335515,0.4065252723414514,0.45845893886335515,0.3654253132997145,0.41742590974168126,0.31619460979572317,0.38781719650657687,0.39237712578662465,0.4454909155332322,0.31216365063108115,0.38136905265363524,0.4116289107542441,0.4633338281468382
LPP,128,16,base_dim_128.pt,0.40106977152802403,0.48756583508443246,0.43899425886437365,0.5109043185817429,0.43899425886437365,0.5109043185817429,0.4020446958268086,0.4759210726478277,0.3841064754501512,0.4669471151624458,0.4485005562895384,0.5229450404887117,0.3799637601503963,0.4618874008885217,0.4689959179005065,0.5428049189334531
LPP,128,32,base_dim_128.pt,0.39660997144394616,0.4784419038499052,0.4372086941832216,0.5108529335388652,0.4372086941832216,0.5108529335388652,0.40604736403256114,0.47834170406760734,0.3950344274746063,0.4726134080115259,0.45680852875719014,0.5312858362846049,0.3937155352222968,0.46974020644400055,0.47943624790864176,0.5542229504953784
LPP,128,64,base_dim_128.pt,0.4123780765540272,0.493844721464025,0.45246328918191836,0.5279639469036304,0.45246328918191836,0.5279639469036304,0.41961725068786726,0.4936753129624059,0.41029932572214467,0.4893318628600891,0.4716146653319706,0.5459171067772394,0.40980840942502345,0.48757407501661915,0.49719014551280566,0.5717264204338794
Random Projection,128,2,base_dim_128.pt,0.1569012427383232,0.17910332037828522,0.15655090319866397,0.17866438865931905,0.15655090319866397,0.17866438865931905,0.1406929284841131,0.1623250586530049,0.1370437448634962,0.16217626523513357,0.18250190474615274,0.20264317910837404,0.14078537313511758,0.163553223551804,0.20293555354185183,0.22046809279424107
Random Projection,128,4,base_dim_128.pt,0.1956662351381945,0.2247510356802655,0.22427082666300513,0.25134916882933206,0.22427082666300513,0.25134916882933206,0.19350138557226207,0.21689442841205475,0.1887411108063843,0.22273050945772113,0.23888694563066354,0.26094055199320026,0.19100771695769936,0.22150602166011166,0.25514515507889546,0.27130245190584557
Random Projection,128,8,base_dim_128.pt,0.3468072799394133,0.4209409713542488,0.3798283273090813,0.45180136911326785,0.3798283273090813,0.45180136911326785,0.34909486805132045,0.4118487398283463,0.3068974676513097,0.3725244982188505,0.36219099121181064,0.4220856317625554,0.3122897312279988,0.37572622257011506,0.39446516053586406,0.4517134435592731
Random Projection,128,16,base_dim_128.pt,0.33810851274590314,0.4039388756018727,0.37827811411442175,0.4410141143478885,0.37827811411442175,0.4410141143478885,0.34350100470661243,0.40621888141048146,0.3576835154447852,0.421699545895677,0.4241235513130577,0.48874775467375253,0.3629761626816745,0.4237644108384085,0.4539350587459853,0.5149246944959956
Random Projection,128,32,base_dim_128.pt,0.41345894873070566,0.49350989538680085,0.4468258177121907,0.5269402025997756,0.4468258177121907,0.5269402025997756,0.4155833477126343,0.49184776401391966,0.40725506535872424,0.48978713787915007,0.46659847752393163,0.5437991616649129,0.40252058579871136,0.48491051055348283,0.47736053011711116,0.555015269408158
Random Projection,128,64,base_dim_128.pt,0.421202735209082,0.5081043698766345,0.46554375755939487,0.5434574589634298,0.46554375755939487,0.5434574589634298,0.42970511351229607,0.5070950296749713,0.4158045238794148,0.49230234251847715,0.48700170490771777,0.5614432315776273,0.4144111621542178,0.48880073611360153,0.5134942009942952,0.5851938080178324
