method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,1024,1024,base_dim_1024.pt,0.3614976165046087,0.4404065957285871,0.3650072419864483,0.4380012424681173,0.3650072419864483,0.4380012424681173,0.33748212940689926,0.40772361585781774,0.376765750754859,0.4550105412417598,0.40232884015435055,0.47323872389077215,0.37841194719505294,0.45555492924601887,0.4237905738953402,0.49571493858441884
PCA-Whitening,1024,2,base_dim_1024.pt,0.16555644828521884,0.19880828773103634,0.16294507899871377,0.18988074983220676,0.16294507899871377,0.18988074983220676,0.14983389285714302,0.17453403532981251,0.14610675414933122,0.15674000330594293,0.18884174012897822,0.21285794642054284,0.1507055031546105,0.16007016900063892,0.2086003535500092,0.23280958828167536
PCA-Whitening,1024,4,base_dim_1024.pt,0.22436603059088533,0.2582325105898692,0.23234787132662418,0.27137555726879314,0.23234787132662418,0.27137555726879314,0.21252541819507806,0.24464720150239377,0.21804397610041884,0.2586815517843027,0.2489046753919398,0.28488914540563237,0.2246327037969728,0.2641600748134271,0.2786635810305969,0.3150531669430985
PCA-Whitening,1024,8,base_dim_1024.pt,0.29537204582348403,0.3628977439001985,0.2908164399345979,0.34936174412645554,0.2908164399345979,0.34936174412645554,0.27103699863289354,0.32834569243201867,0.3172992066575013,0.3850509056002162,0.3369208208779226,0.3897545653217017,0.31943060303255755,0.38554964201726116,0.36094256149861886,0.4115762908258304
PCA-Whitening,1024,16,base_dim_1024.pt,0.3580134047211977,0.43626319364830995,0.3447295781283259,0.4177368511290313,0.3447295781283259,0.4177368511290313,0.32654079662528646,0.39517862050771246,0.3979070744822633,0.47579789949234375,0.4082567774867589,0.46927238415236694,0.3949297427122126,0.47381568723924816,0.41972319179370704,0.484617223138652
PCA-Whitening,1024,32,base_dim_1024.pt,0.421256313367826,0.5028138365563672,0.4134550785404031,0.4898500144229147,0.4134550785404031,0.4898500144229147,0.38804210944287826,0.46206240796516684,0.4332270704777509,0.5203246866136985,0.4620029924190765,0.5341638983393353,0.4352136545327394,0.5189924800748433,0.48705252145042366,0.5550282379970547
PCA-Whitening,1024,64,base_dim_1024.pt,0.43348524577969505,0.512297975451465,0.4143713426287974,0.49218839258771957,0.4143713426287974,0.49218839258771957,0.39824620563531654,0.471695345922767,0.46330567689599855,0.5445777542410567,0.4873702419632985,0.5617205768864653,0.4699780887405794,0.5483792382874745,0.5260849266812124,0.595214345238282
PCA-Whitening,1024,128,base_dim_1024.pt,0.45943420367603965,0.5371308178525513,0.4467989098172121,0.5246798271072153,0.4467989098172121,0.5246798271072153,0.42489475801267507,0.4969575839061648,0.47364973069529276,0.550728266574229,0.49420765112151865,0.5636918383264911,0.48196548358770663,0.5573990896935982,0.5419866782065533,0.6072043730839971
PCA-Whitening,1024,256,base_dim_1024.pt,0.44592539339048054,0.5265370272449444,0.43628871143432124,0.5166105281738811,0.43628871143432124,0.5166105281738811,0.41539721360332155,0.4914944025553579,0.47500940978177636,0.5554844534540772,0.4963571727668042,0.5694801559348441,0.48326461422066097,0.5599809608114773,0.5444441434585552,0.6119448497647203
PCA-Whitening,1024,512,base_dim_1024.pt,0.4472549354165389,0.5279652977844456,0.43601078375998953,0.5163919828655791,0.43601078375998953,0.5163919828655791,0.41535869777205037,0.4918018438398702,0.473222904974941,0.5564856328531372,0.49198458853110116,0.5662403314797473,0.48210726399625586,0.5615083097514871,0.539613612493723,0.6086149334062426
Soft-Whitening,1024,2,base_dim_1024.pt,0.1652472760851077,0.19853134315109564,0.16264821460068218,0.1896151337821098,0.16264821460068218,0.1896151337821098,0.1495454289989396,0.17428867214933874,0.14190249269511124,0.1530880084880183,0.18006362373874607,0.2060901989279219,0.14634694751548152,0.1563037571750398,0.19766364378986798,0.22467362997749912
