dim,method,ndcg@10,ndcg@100,recall@10,recall@100,map,anisotropy,self_sim
2560,Base,43.6961799907257,47.54245018037648,52.61930890870868,69.50892750662184,40.22280823192443,0.849758505821228,0.7225356101989746
1280,PCA-White,66.18210671372671,70.1188163633165,78.54597614553816,94.53390253326364,61.57385724937647,0.0295134186744689,0.0008784842793829
1280,Soft-White,65.44267506024336,69.38666604434273,77.87505280348398,94.03231352192284,60.80348961554088,0.0317293852567672,0.0010419180616736
1280,Random,44.910095922123126,48.75355379964547,54.29407520962592,71.15973538216785,41.294895570027066,0.0709178596735,0.0046785320155322
1280,LPP,44.38391089666521,48.18981721481643,53.690475730150354,70.36654015694394,40.7928347020439,0.0703471079468727,0.0052314177155494
640,PCA-White,63.04178275852686,67.15845837058649,75.22902180384709,92.27936580008884,58.51502157790009,0.0349551253020763,0.0011534699006006
640,Soft-White,61.861472467032016,66.03958930276548,74.07147207470749,91.45333235581175,57.34374366467011,0.0375681035220623,0.0015265586553141
640,Random,44.41955572477149,48.19577152527456,53.6090273728956,70.14739898284434,40.85585641352169,0.0689694136381149,0.0048394459299743
640,LPP,38.96672878287013,42.8226708980545,47.30148910596533,64.40384742772383,35.778071634286505,0.0740861296653747,0.0058827404864132
320,PCA-White,57.86428537556644,62.35043095351118,69.77020421293916,88.66679065630365,53.53668165547349,0.0413149408996105,0.0019305823370814
320,Soft-White,56.38068005895946,60.94334800707788,68.182235127572,87.51591313309412,52.09993973859659,0.0444309785962104,0.002002244349569
320,Random,43.7154042643165,47.57651943638847,52.60386198602257,69.60232108280468,40.27981918098308,0.0731634125113487,0.0053796698339283
320,LPP,34.58906957973172,38.335068992694296,42.26832713413705,59.10069422282013,31.655945717338508,0.0766164436936378,0.0058975173160433
160,PCA-White,50.165950490460666,54.89586982734205,61.60060438417408,82.08290656390452,46.05553632614405,0.0492418967187404,0.0026088759768754
160,Soft-White,48.76710535746505,53.53905822729597,59.909659932030856,80.6133585644007,44.77005790062231,0.0526794716715812,0.0027578398585319
160,Random,42.47886454040937,46.16891863424686,51.3639449417385,67.6292229367097,39.02375019827002,0.0684925690293312,0.0042134099639952
160,LPP,30.76193106605875,34.4696747260788,37.61897575313359,54.31117452425773,28.175793208760417,0.0795330256223678,0.0060862340033054
80,PCA-White,41.28858006848873,46.09888237694312,50.88283665414818,72.33023572976623,37.832105752951136,0.0601249001920223,0.003740555839613
