dim,method,ndcg@10,ndcg@100,recall@10,recall@100,map,anisotropy,self_sim
3584,Base,39.67410357571234,43.66044738097128,48.56244506106997,66.33468796099426,36.30377822377625,0.8109359741210938,0.6582999229431152
1792,NCWP_Default,67.59584753195384,71.26476937191738,80.10755901284759,94.81280697668176,62.89226360580352,0.0398217812180519,0.0015998770250007
896,NCWP_Default,67.14329066807278,70.85644157341223,79.50765204859064,94.45806655079708,62.50407338209831,0.0399663373827934,0.0015667253173887
448,NCWP_Default,66.10677088196854,69.86678861060125,78.51343372832955,93.7265160906421,61.43643069248179,0.0431037880480289,0.0018806816078722
224,NCWP_Default,64.5019364831273,68.33000617200129,76.61048705488915,92.1134116941386,59.94536999317255,0.0395282469689846,0.0016423258930444
112,NCWP_Default,60.854129906100894,64.54884747221827,72.34672332316894,87.73979721145093,56.39663905561195,0.0379628390073776,0.001660393550992
56,NCWP_Default,52.300375590207125,55.83706509464172,62.36407086820226,77.58419070928113,48.32493145405283,0.0379998460412025,0.0012636758619919
28,NCWP_Default,36.12275826602271,39.52434945852757,43.28215191490445,58.71298222113539,33.32024750085898,0.0435066856443882,0.0021854862570762
14,NCWP_Default,15.170524365251984,17.801633298021635,19.456692003405863,31.84124982271279,13.735534461798371,0.0439545549452304,0.0023539122194051
7,NCWP_Default,2.216863483482744,3.315329677302755,3.475360349402919,8.910571152599468,1.9395315870803136,0.0248321685940027,0.0003001929726451
