dim,method,ndcg@10,ndcg@100,recall@10,recall@100,map,anisotropy,self_sim
2560,Base,43.6961799907257,47.54245018037648,52.61930890870868,69.50892750662184,40.22280823192443,0.849758505821228,0.7225356101989746
1280,NCWP_Default,66.8463681052044,70.7363870144308,79.15580385089619,94.82651900844256,62.21595407639327,0.0253111869096755,0.0006140058976598
640,NCWP_Default,65.76269943307823,69.64230687344603,78.18320127332004,93.9192604331487,61.10623056176546,0.0279158353805542,0.000764847267419
320,NCWP_Default,64.00580091681421,67.87751317834135,76.32194794351805,92.34003795998092,59.35535654390244,0.0289379116147756,0.0007047539693303
160,NCWP_Default,61.2194796272093,65.19494777787166,72.67583589830289,89.20910762860149,56.864540844308685,0.0335327498614788,0.0010002189083024
80,NCWP_Default,56.05207583720183,59.83631464788101,66.90906896449282,82.94414353858988,51.85172372810851,0.0330461114645004,0.0008391818264499
40,NCWP_Default,44.75776410037594,48.127675988280586,53.4651254997174,68.27481699040014,41.30577703515258,0.0287838708609342,0.000952067435719
20,NCWP_Default,25.38333476538504,28.333601166871603,31.08424599027243,44.77141867507537,23.256556124329627,0.0331493355333805,0.0017643214669078
10,NCWP_Default,7.680832664570092,9.623910136039452,10.560668246764411,19.943529457466244,6.8253273164603385,0.0341068506240844,0.0008904111455194
5,NCWP_Default,0.5356931255899071,1.0961263159585597,0.9374313725490196,3.7539734606199646,0.4779858699852175,0.0226645972579717,0.0015095764538273
