method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,512,512,base_dim_512.pt,0.4514397014125042,0.5341905887448617,0.46033807568278307,0.5226538162246002,0.46033807568278307,0.5226538162246002,0.4289375751263183,0.4959693614616885,0.4300069032075592,0.5007971006602161,0.4788213238019911,0.5449092958362187,0.43203358566931555,0.5019736488636889,0.5023626064501855,0.5694396855485354
PCA-Whitening,512,2,base_dim_512.pt,0.14051525277681176,0.14652919492328947,0.1546081917174553,0.17079860239280126,0.1546081917174553,0.17079860239280126,0.13600761391910143,0.1479234372620189,0.13326621036274253,0.14776806191451816,0.17914803005090846,0.2031806996629167,0.1370342841796469,0.15009596552477358,0.19426555771754023,0.22088705007279635
PCA-Whitening,512,4,base_dim_512.pt,0.30956459425865046,0.3738673681839873,0.3261355998759342,0.3927843416274777,0.3261355998759342,0.3927843416274777,0.28663903374714084,0.3471742654688091,0.2559248427007657,0.31108817274062756,0.30980513290168676,0.37047947310283547,0.2558157338853597,0.3097465137466019,0.3312109711309215,0.3918008754877774
PCA-Whitening,512,8,base_dim_512.pt,0.370589580190833,0.4474250370392613,0.3830318215488018,0.4430888934764705,0.3830318215488018,0.4430888934764705,0.350420856604062,0.41600973686339376,0.34538645158618125,0.40843654003376745,0.40311913169585767,0.46718307489410793,0.3413132641021411,0.4039767547060692,0.41774048448265544,0.4785995612147265
PCA-Whitening,512,16,base_dim_512.pt,0.47255568413685045,0.5478000603915573,0.451267391784403,0.5147162084918065,0.451267391784403,0.5147162084918065,0.43973567456591484,0.5029690922274989,0.42586110526868226,0.4967927123236933,0.46980921194232605,0.5339006158068904,0.4257702511611566,0.4958258950260618,0.49043882111371534,0.5525316547995748
PCA-Whitening,512,32,base_dim_512.pt,0.4647998456549141,0.5466115732086935,0.4470330723405141,0.5184658382819921,0.4470330723405141,0.5184658382819921,0.4370345792842148,0.5080649974972129,0.4588858068396168,0.529967671818662,0.5079647287830673,0.5752536821262457,0.45804947733729096,0.5296434911341118,0.5292320010830769,0.5977402612109582
PCA-Whitening,512,64,base_dim_512.pt,0.468601263234724,0.5601053690707501,0.4608269798040152,0.538819207586269,0.4608269798040152,0.538819207586269,0.44587587093198816,0.5222122502530112,0.46805137191171,0.5424836714913193,0.5312442845171639,0.5957329840459066,0.4686379925480539,0.5439279105374379,0.55545794245527,0.6214441102858558
PCA-Whitening,512,128,base_dim_512.pt,0.4930251436074782,0.5802243848457143,0.49277732058655066,0.5689138794653037,0.49277732058655066,0.5689138794653037,0.4669698112824191,0.5420387485752728,0.4781816389785967,0.5519334239191205,0.5348597657290803,0.6006539999554588,0.48306205739077884,0.5589681093005402,0.5757327412672257,0.6435055012620067
PCA-Whitening,512,256,base_dim_512.pt,0.5003599288500279,0.5880071011553054,0.49467240582454786,0.5720431859034445,0.49467240582454786,0.5720431859034445,0.47399263231218053,0.5493367276896226,0.48696203108459024,0.562063590094448,0.5366298302821424,0.6039993941607076,0.49356493038153637,0.5698729510043462,0.573705551546822,0.6440303195170952
Soft-Whitening,512,2,base_dim_512.pt,0.1405425506994108,0.14652919492328947,0.1546211211376548,0.17079860239280126,0.1546211211376548,0.17079860239280126,0.1360166827574663,0.1479234372620189,0.13346014141325047,0.14793926649623057,0.17942405524852234,0.20342011857015513,0.1372299153522802,0.1502691046215336,0.19457207034773322,0.22115353372607044
Soft-Whitening,512,4,base_dim_512.pt,0.30738733482622116,0.3722718417102565,0.32529829133871047,0.3921269664452878,0.32529829133871047,0.3921269664452878,0.2853897520485519,0.34626115223277754,0.25460951065479037,0.3092137482161257,0.3087516427010316,0.36831681964341484,0.25435627142011513,0.30766092713235316,0.3302536351279202,0.38956758407974723
Soft-Whitening,512,8,base_dim_512.pt,0.3710993300850426,0.4476634054443983,0.3833805239185449,0.44542250486441204,0.3833805239185449,0.44542250486441204,0.35084381065967735,0.41798646058379296,0.3470487977036017,0.4119452919779484,0.4061890546835633,0.4723951311811006,0.3426177916692151,0.40712749373338036,0.41835202656098014,0.48254377705797474
Soft-Whitening,512,16,base_dim_512.pt,0.47973409524842214,0.5539276543557314,0.45500972572240217,0.5168600996934478,0.45500972572240217,0.5168600996934478,0.4432058981180862,0.5049438249209299,0.4291686766411268,0.50035787103343,0.4706003128953428,0.5348040224950996,0.4316392394701185,0.5009388679222381,0.4930433498649544,0.5546297179022289
Soft-Whitening,512,32,base_dim_512.pt,0.4739019560925101,0.5569898260182428,0.45961410854582163,0.5315577150525115,0.45961410854582163,0.5315577150525115,0.4445047520021718,0.5167377681124248,0.4622472673246041,0.534583266034093,0.5099956376307826,0.5774386536988837,0.46154713905191397,0.5344198600608,0.5316975209981989,0.600306182930011
Soft-Whitening,512,64,base_dim_512.pt,0.47031321046233837,0.5589772086978467,0.4552876573126726,0.5329537639555825,0.4552876573126726,0.5329537639555825,0.44053830212407175,0.5168162938425115,0.4676202911291235,0.5438269850486366,0.5215240744438892,0.5880407900699047,0.4718750407108577,0.5496274094417539,0.5503462922247472,0.6196624604978788
Soft-Whitening,512,128,base_dim_512.pt,0.48825871460772446,0.5708234807185673,0.47800150454109874,0.5510791048665391,0.47800150454109874,0.5510791048665391,0.45908165516431926,0.5308377647476565,0.47444139795474527,0.5476775978304469,0.5323942498302849,0.5965587648705236,0.4762857287630425,0.5518231361822012,0.5612867028645183,0.628913512713985
Soft-Whitening,512,256,base_dim_512.pt,0.48623644551622835,0.5757695608480584,0.48203698782792764,0.5600658286789897,0.48203698782792764,0.5600658286789897,0.46062016153741003,0.5370345861367428,0.47698917634663957,0.5506122284423417,0.5332879202444516,0.5982006134810891,0.48049464336700676,0.5561453015963717,0.5694607074111149,0.6366218227363684
NCWP,512,2,base_dim_512.pt,0.10870069463896209,0.12020029117965213,0.10344062194768208,0.1099024303033912,0.10344062194768208,0.1099024303033912,0.09430641650126305,0.10169373003807623,0.09706199226202396,0.10704962893408115,0.1480203640500443,0.15770350039163294,0.10486027179278082,0.11493263657080845,0.17512275581883632,0.18586467136691234
NCWP,512,4,base_dim_512.pt,0.17459534932482684,0.2222941072635437,0.1678474786559245,0.20858707011535443,0.1678474786559245,0.20858707011535443,0.1603986717105227,0.19960091701238936,0.15974671322767114,0.1951960709154358,0.21436739920011727,0.2481931865797712,0.16847353802842002,0.20515054927857496,0.24931115133068849,0.287250644501565
NCWP,512,8,base_dim_512.pt,0.25528011350147256,0.3103116966809275,0.2665824455109881,0.31267942634228957,0.2665824455109881,0.31267942634228957,0.24517314816768296,0.29513183152849526,0.25979941653423533,0.30683127513450403,0.30868723356880456,0.3592007009536369,0.2733813263449137,0.3213447926424221,0.3584456600532553,0.4133702864243859
NCWP,512,16,base_dim_512.pt,0.34108839230923815,0.3996486921686934,0.3426576930978454,0.3867861859826221,0.3426576930978454,0.3867861859826221,0.32271698418666916,0.3723834577569096,0.30903618092829055,0.37733263471301687,0.3831145307898318,0.4486536159873172,0.3210125020974345,0.38367820651388546,0.4287904120653416,0.48748937305793766
NCWP,512,32,base_dim_512.pt,0.4158407724424635,0.47133017510425024,0.4101200433640203,0.4672206199491965,0.4101200433640203,0.4672206199491965,0.385079140312958,0.44028972529226457,0.40884229775556546,0.47080677989814446,0.4950704313185714,0.5575909562807366,0.42588612512812835,0.48835410451910033,0.5565980268587024,0.626099251465491
NCWP,512,64,base_dim_512.pt,0.4398653212124926,0.5043682907714165,0.46516547684584353,0.524780810339638,0.46516547684584353,0.524780810339638,0.4354590764445685,0.49884453616680735,0.44557814337822976,0.5225110481889452,0.5377670030075816,0.6187231563449637,0.46271192907188285,0.5361492156733542,0.6078926177071313,0.6860766360197281
NCWP,512,128,base_dim_512.pt,0.4536444124665782,0.5256686264014296,0.47726925806892573,0.5413379446992734,0.47726925806892573,0.5413379446992734,0.44638415715359986,0.5134954532522337,0.4604077684685449,0.5367000911850485,0.5380870870638634,0.6128004000796021,0.47560806313946863,0.5497965938277738,0.5986472419611504,0.6753088006143737
NCWP,512,256,base_dim_512.pt,0.46815118709140235,0.5532587262909948,0.4785410458409947,0.5554866227182758,0.4785410458409947,0.5554866227182758,0.4622385018576167,0.5411435163305973,0.4729491299951741,0.5618855517736807,0.5500327453411377,0.6405890204542466,0.4890564326689984,0.5782986707347311,0.6163065829718091,0.7083665225562865
LPP,512,2,base_dim_512.pt,0.1543019566204957,0.17387990639841044,0.164250529665692,0.19386009796016118,0.164250529665692,0.19386009796016118,0.14340049068522584,0.16639608323030886,0.1146106906796789,0.1256257728122139,0.15813226466462013,0.17031063084709075,0.11928839552190826,0.13073115058845525,0.17873687889641016,0.19165823137834742
LPP,512,4,base_dim_512.pt,0.27972219236667467,0.34375406625030946,0.3003246810979793,0.3452868616896098,0.3003246810979793,0.3452868616896098,0.2721583572340168,0.32470790792680676,0.2594647732252467,0.29738387337718325,0.3080646816703823,0.344000649157463,0.25247945805801797,0.2894973255434249,0.3042618157398532,0.3392805971376365
LPP,512,8,base_dim_512.pt,0.39181256657914804,0.4740468633986197,0.3919226808210378,0.45143019260544476,0.3919226808210378,0.45143019260544476,0.36250759668476834,0.42694680907683497,0.3309664394518668,0.39782225853303965,0.37736904304159025,0.4374696051736634,0.32246881140365025,0.3901811013074319,0.3840310650947034,0.4442986984839021
LPP,512,16,base_dim_512.pt,0.4452233781384607,0.5391176800709284,0.4313758988122796,0.5080379931111163,0.4313758988122796,0.5080379931111163,0.4099730058035729,0.4899587484002834,0.40968115892236123,0.4778415610081178,0.45229396122086496,0.5201262215779849,0.4035045368872439,0.47161307576052597,0.4611092966212909,0.5298094984596377
LPP,512,32,base_dim_512.pt,0.4578363729815941,0.5374839526655713,0.4466964737214574,0.5158692533912712,0.4466964737214574,0.5158692533912712,0.4228934228925762,0.4933543289835893,0.41971514543587524,0.48737730661903944,0.46827481930320397,0.5335974683057635,0.4146652791105076,0.4828508441531163,0.48033280427403247,0.5480870817279999
