method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,256,256,base_dim_256.pt,0.4642462015126844,0.5440712512869655,0.43498088653487826,0.5132649535521997,0.43498088653487826,0.5132649535521997,0.4201518323916741,0.5011986693000795,0.46307773084788445,0.5402765566384574,0.48512320755087524,0.5531795476921795,0.46438701162914525,0.5379620865054274,0.5058273700750575,0.570656438800573
PCA-Whitening,256,2,base_dim_256.pt,0.11174385474554063,0.14188767036811023,0.13531533182219818,0.16201365201257867,0.13531533182219818,0.16201365201257867,0.1169322869861873,0.136602553211668,0.09694535798529401,0.12247381422588695,0.11026405062596038,0.14473649046206247,0.0918699241832268,0.11551303320642815,0.10213766358121446,0.13619724867175945
PCA-Whitening,256,4,base_dim_256.pt,0.24673367572819624,0.29091024798125387,0.22426997456642225,0.2612589179707003,0.22426997456642225,0.2612589179707003,0.20716964897732726,0.2492506801792177,0.21739681463923977,0.26735821962983786,0.23472349309719576,0.291512070527182,0.21259039321438303,0.2574521296742226,0.2322727767369226,0.2831625992499567
PCA-Whitening,256,8,base_dim_256.pt,0.38806712493956175,0.45320382336016257,0.3447365293889967,0.4267993466210902,0.3447365293889967,0.4267993466210902,0.33041201554175453,0.40397733727225776,0.3562777007318908,0.4326962889436761,0.3751016768350075,0.45684927831249744,0.3511364390248592,0.4182024471334944,0.37035818404552423,0.4406674121128664
PCA-Whitening,256,16,base_dim_256.pt,0.45090024968547404,0.5490284039621013,0.43092224679535585,0.5139394752782477,0.43092224679535585,0.5139394752782477,0.4178699120399224,0.5043334472193783,0.4382714877577093,0.517340877154683,0.46295814281064035,0.5411731433329405,0.4394073034938314,0.5150964551191096,0.47725036981708807,0.5538834198442322
PCA-Whitening,256,32,base_dim_256.pt,0.4764569891113065,0.5569090799440316,0.43694224389053077,0.5120445916706678,0.43694224389053077,0.5120445916706678,0.4284777230789278,0.5067573293219101,0.4916210299063838,0.562771804086155,0.5076610928180217,0.5784955263669586,0.4938328257203158,0.563709574538723,0.5330167627101817,0.6059530986968698
PCA-Whitening,256,64,base_dim_256.pt,0.5043428424960336,0.5817409837191505,0.4821552332365204,0.55608354928108,0.4821552332365204,0.55608354928108,0.4658737098270201,0.544098879392751,0.5051250784516464,0.5782026954807691,0.5428177123042623,0.617314754718397,0.5077335076196915,0.5801077406357248,0.5732735485140259,0.6492187551145808
PCA-Whitening,256,128,base_dim_256.pt,0.525825731000681,0.6038897132111308,0.5038101740273581,0.5821564578252836,0.5038101740273581,0.5821564578252836,0.4884085288969968,0.5703646089546229,0.522079148064545,0.5982955532805518,0.565988332284129,0.6404277591676355,0.5273690950492991,0.602512408422528,0.6019497886535736,0.6774795021208473
Soft-Whitening,256,2,base_dim_256.pt,0.1117606340497282,0.14188767036811023,0.13536289036357016,0.16201365201257867,0.13536289036357016,0.16201365201257867,0.11698358361353493,0.136602553211668,0.09695763640641009,0.12247381422588695,0.11029715275322799,0.14473649046206247,0.09188049767895252,0.11551303320642815,0.10214512412873422,0.13619724867175945
Soft-Whitening,256,4,base_dim_256.pt,0.2470350126155359,0.29114718202771117,0.22412173728088025,0.2608710063439969,0.22412173728088025,0.2608710063439969,0.20709428602626695,0.24897476129610524,0.21735808207946855,0.2672285575057787,0.23453405472698655,0.29127991595035857,0.21254692754017232,0.2572992935902966,0.2318661220335581,0.28275537283115165
Soft-Whitening,256,8,base_dim_256.pt,0.3886273426144837,0.4537604230761705,0.3451774826860725,0.4272176867595667,0.3451774826860725,0.4272176867595667,0.3307576221189073,0.40434430230600904,0.35632426355460606,0.43290209026009074,0.37516710963454614,0.4549547022160931,0.351251062427474,0.41847247215953637,0.37060965406741897,0.43871404442771716
