dim,method,anisotropy,self_sim,ndcg@10,ndcg@100,recall@10,recall@100,map
4096,BM25,,,26.78122440932194,23.59589723687648,12.411720311195456,21.865410920685964,11.469082449583462
4096,Base,0.7881402373313904,0.6210607215308521,4.226498536047992,7.388914977389484,2.5258440346774536,11.856510682067992,1.534815325384679
2048,PCA-White,0.0034759538248181,-0.0002632448114882,12.777327368923284,13.069307814771472,6.960624627940852,14.88865624749475,5.185070758921777
2048,Soft-White,0.0046282042749226,-0.0002539042102919,11.800237334334748,13.045636346023384,6.879990349258796,15.970331608929415,4.871698711776218
2048,Random,0.0204309727996587,0.0001422089514531,2.6170742820589794,5.373834590299003,1.105545701249933,9.084788667790953,0.7787972332674087
2048,LPP,0.0204031392931938,0.0001410724210714,3.042767168451588,5.699518081454119,1.521041577287499,9.963334666265515,0.8302682182359565
1024,PCA-White,0.0056497678160667,-0.0002434017303822,11.368766513899766,12.42907923219702,6.876709349212323,14.807147772336847,4.770410107928955
1024,Soft-White,0.0067626759409904,-0.0002295840217303,10.014480420785128,11.95654746894292,6.124333213222661,15.368757317016524,4.104018183812442
1024,Random,0.0210239570587873,0.0001667978323306,2.813852022571118,5.395706417123196,1.566165095278343,9.18105419763934,0.7919547498687716
1024,LPP,0.0201851427555084,0.0001322217087644,2.695184370603468,5.250462124391142,1.0286223023740415,8.774454610047764,0.7312240650262395
512,PCA-White,0.0079539436846971,-0.0002120477498233,7.736307487350815,10.20363162497015,4.93482528161627,14.177017173846748,2.98345910086147
512,Soft-White,0.0089886235073208,-0.0001945128285939,7.088792345783909,9.73740555472783,4.852353567309378,13.566194887528058,2.65148934134878
512,Random,0.0209606066346168,0.0001641377376969,3.1944028840052145,5.281598618943883,1.4536548969045435,8.752049282167947,0.7935073009961706
512,LPP,0.0199728943407535,0.0001236958991614,2.5032563707275,4.976654921842625,0.8274306141373564,8.448028915512964,0.657914653656119
256,PCA-White,0.0101186437532305,-0.0001729152173785,4.85304988721463,7.940218516450498,2.775692776171295,11.877091017281616,1.7289210136691424
256,Soft-White,0.0110817663371562,-0.0001524910488964,4.17071523847784,7.340465361679838,2.411498721304624,11.350745927638693,1.4513143700586186
256,Random,0.0195889510214328,0.0001085021831519,3.702483559702386,5.075195657454825,1.4658647853369051,7.29309118396069,0.8255907274896829
256,LPP,0.0195825304836034,0.0001082507721073,2.497979632005589,4.726755512528521,0.8270182933102083,8.09744886813551,0.6080830066357751
128,PCA-White,0.0122806541621685,-0.0001244744259883,2.654262530424295,4.919058181933687,0.993548242535898,7.588401297162675,0.774195986335228
128,Soft-White,0.0131202274933457,-0.000103142768729,2.44354388885605,4.786627674661652,0.8445248591156232,7.640775438372429,0.6913805212976332
128,Random,0.0208948906511068,0.0001613859450108,2.316845943960597,3.938550495224339,1.0497833913089305,6.411014629047777,0.514837148601662
128,LPP,0.0191657710820436,9.209759398946468e-05,2.121889053573428,4.306288223210979,0.6580897309499906,7.674096019829231,0.5179462967681647
64,PCA-White,0.0149106103926897,-5.294304365068629e-05,1.751413480206112,3.4785733230940474,0.6196337671363233,5.296595157990181,0.4211964295976988
64,Soft-White,0.0156498048454523,-3.034668966401128e-05,1.7367394837701142,3.5051943243972468,0.6142022316412389,5.420776250589258,0.3921864479333108
64,Random,0.0174983851611614,3.094761164711995e-05,2.4305620670969006,3.652424097027482,1.1633349521974192,5.42988870653933,0.5296165056255545
64,LPP,0.0187985971570014,7.815401329340702e-05,2.113886085686298,4.075158164533678,0.6816116784978842,7.209083653973312,0.4939794788253683
32,PCA-White,0.0185267571359872,6.800498534024789e-05,1.6736400551269153,3.0624264742772835,0.556710241093211,5.108377019567055,0.3134628872017972
32,Soft-White,0.0192385297268629,9.489260835649352e-05,1.670978288397854,3.1673463309329275,0.54741960906699,5.345967834120346,0.3275436326542338
32,Random,0.0141598656773567,-7.477339695687915e-05,2.8279964664212507,3.499395950547563,1.0714971877367565,4.717395996718372,0.5587801495493167
32,LPP,0.0188997462391853,8.196825262384259e-05,2.1040841955510823,4.020428304230824,0.993902450068902,7.103682128846383,0.5505729413873321
16,PCA-White,0.0246353968977928,0.0003317395006934,1.9559595439120063,3.471999470172559,0.5038393796066348,5.496505319670387,0.4031419703923973
16,Soft-White,0.0250544007867574,0.0003525655419963,2.071804036641384,3.588350975515057,0.6786519511663811,5.81239560773086,0.4111395603311467
16,Random,0.0230975095182657,0.0002583115635791,1.7621371952446316,2.6240999872270265,0.5141239149142961,3.7922632960364937,0.3011926028969688
16,LPP,0.0201048757880926,0.0001289868545863,1.7898957244019988,3.835882579861296,0.7785596208407989,6.789011403012618,0.5502587433819117
8,PCA-White,0.0308609548956155,0.0006773302179429,2.147181538123428,3.7428825912864734,0.8198721897864938,5.8045792573109445,0.6963610549428437
8,Soft-White,0.0305681060999631,0.0006593359368368,2.144319393395255,3.745302654473911,0.8674624111851718,5.908843318279387,0.6745493632713162
8,Random,0.0225768070667982,0.0002345220617692,1.229498831627525,2.0355443401233533,0.1413071807144036,2.8121050879374363,0.15311652127072
8,LPP,0.0182073768228292,5.62691888277132e-05,1.5612038894746711,3.1559710421994027,0.4859921865910196,6.016776738790155,0.3569288622768655
4,PCA-White,0.0496929064393043,0.0021947343442972,1.554631663608467,2.711025301772227,0.5999375333968326,4.622440221730432,0.387188124172517
4,Soft-White,0.048714779317379,0.0020984533134512,1.5440140828971023,2.732567735143581,0.5948429222218029,4.716229452133957,0.3892874543776444
4,Random,0.0165743362158536,-5.457477311956843e-07,1.0601611991665498,2.080439698117614,0.1715666104717901,3.4153041101734645,0.1888512755206446
4,LPP,0.0200753267854452,0.0001277995535316,1.1609357911639993,2.209241763766149,0.3105121081504253,4.261125384576493,0.1967229407496256
2048,NCWP,0.0032329726964235,-0.0002648754123087,8.417993220169324,8.821934333879401,4.84990352599138,9.561854932926051,3.21399234416166
1024,NCWP,0.0032415278255939,-0.0002648199975252,8.225132025170808,9.095877602324318,3.8698321399795823,10.601887405125796,2.9874530124485124
512,NCWP,0.0034870873205363,-0.0002631672862986,7.54373166691822,8.197447664394094,3.955625309260627,9.585905151717006,2.721710737908043
256,NCWP,0.0039460696280002,-0.0002597546422524,4.759365023501654,6.015998561304251,3.063434084856756,8.010474379034447,1.8109698822684488
128,NCWP,0.0043186862021684,-0.000256674209371,2.42363557002324,3.66347472636798,1.0798109854100666,5.508580398865832,0.6754571266706462
64,NCWP,0.0052408198826014,-0.0002478566534219,2.0280142344888,3.3775605086516087,1.0544670872769368,5.252411474281957,0.545756525411448
