method,base_dim,away_dim,base_weight,nvidia/llama-embed-nemotron-8b_mAP,nvidia/llama-embed-nemotron-8b_nDCG@maxK,qwen3-4b_mAP,qwen3-4b_nDCG@maxK,qwen3-8b_mAP,qwen3-8b_nDCG@maxK,neighbors_union_mAP,neighbors_union_nDCG@maxK,U2_mAP,U2_nDCG@maxK,U3_mAP,U3_nDCG@maxK,overlap2_mAP,overlap2_nDCG@maxK,overlap3_mAP,overlap3_nDCG@maxK
Base,128,128,base_dim_128.pt,0.4394383016357717,0.5199501577757422,0.46013530414222287,0.5318940730764798,0.46013530414222287,0.5318940730764798,0.430702660593425,0.5030408299136813,0.40797648564459055,0.4927801839947846,0.47199907028401095,0.5555573220759035,0.4086122642940087,0.4903594499468569,0.4957198237735907,0.5807780601069932
PCA-Whitening,128,2,base_dim_128.pt,0.15019493614651055,0.1595841915033438,0.16729151852821403,0.18915841068495992,0.16729151852821403,0.18915841068495992,0.1476818400295658,0.16298196732458858,0.15504617921758845,0.1733001505297933,0.19723717735114063,0.21263345861671945,0.1590574456879627,0.1767161561135731,0.22021667134183942,0.23431719387237004
PCA-Whitening,128,4,base_dim_128.pt,0.27743746972595834,0.32131503324223026,0.30689272893710423,0.3508644096453403,0.30689272893710423,0.3508644096453403,0.27679116579319785,0.31938160913997793,0.24271444986140606,0.2896511516706785,0.301145123273137,0.3516616273188912,0.24618923993281344,0.2937708548684758,0.33070997796933005,0.38533856683108886
PCA-Whitening,128,8,base_dim_128.pt,0.3543835669367496,0.4230377439079385,0.37408514153472316,0.4436808622550143,0.37408514153472316,0.4436808622550143,0.3346012377600324,0.39886744360548076,0.3225336222990869,0.3919971229357104,0.3921001714789284,0.46511472712276253,0.311293001007701,0.37898587233410663,0.39751268152999497,0.47015364947025035
PCA-Whitening,128,16,base_dim_128.pt,0.4418959088518092,0.5202197680471821,0.4514609135013874,0.5247222875470583,0.4514609135013874,0.5247222875470583,0.42826637267716255,0.5003746848244959,0.4154132870079026,0.49030311030944745,0.4833020423327663,0.5489637906231383,0.40727900327955,0.4810604103058549,0.4897182869967907,0.5591101515450537
PCA-Whitening,128,32,base_dim_128.pt,0.46287193457075865,0.5419636677161396,0.48335478038520985,0.5550888849105647,0.48335478038520985,0.5550888849105647,0.4536262010494179,0.5264667252103182,0.4467580153298346,0.5264003321382524,0.5102088070879355,0.5846711712914061,0.4447685695445036,0.5232281792989661,0.5320847409933854,0.6064655797727224
PCA-Whitening,128,64,base_dim_128.pt,0.4569332453868209,0.5383242953799521,0.48148780119358164,0.5534991485085223,0.48148780119358164,0.5534991485085223,0.4536274884593651,0.5270719811875936,0.4495390480710326,0.5278267530223395,0.5076760998849724,0.5855994941788099,0.452226245376914,0.5294291509450982,0.5394690728695777,0.6156476841063944
Soft-Whitening,128,2,base_dim_128.pt,0.15018942203645438,0.1595841915033438,0.16729283024066396,0.18915841068495992,0.16729283024066396,0.18915841068495992,0.14768211694933223,0.16298196732458858,0.15501080199155695,0.1733001505297933,0.19717605835033772,0.21263345861671945,0.1590212796202618,0.1767161561135731,0.22014804436248123,0.23431719387237004
Soft-Whitening,128,4,base_dim_128.pt,0.27667794109457716,0.3224990468848472,0.3060658316904748,0.35044331257750344,0.3060658316904748,0.35044331257750344,0.27617101004046146,0.3215509989047206,0.24293414536512073,0.29265390201754066,0.30063202309457243,0.35234413366864414,0.246725517279961,0.2971465855493858,0.33038517611381524,0.38662230863569286
Soft-Whitening,128,8,base_dim_128.pt,0.3515282483891005,0.4221055632493549,0.3733539013917092,0.4410949399559157,0.3733539013917092,0.4410949399559157,0.3343271786812328,0.3994035683119242,0.3228603529448628,0.39306826349417406,0.39287730266199905,0.46529504554980444,0.31160980635019486,0.38022185298102307,0.3984755742926099,0.4707654878949268
Soft-Whitening,128,16,base_dim_128.pt,0.4409996220986647,0.5226373287282581,0.45044341616210365,0.5263899461806105,0.45044341616210365,0.5263899461806105,0.4271223530303437,0.5018509840674152,0.4141837360639833,0.48944616658620316,0.4850724977356272,0.5525443668089378,0.4043884667434575,0.4787288297438484,0.488574181346727,0.5588654158350285
Soft-Whitening,128,32,base_dim_128.pt,0.46191060951624907,0.5388479889931123,0.4848641008329588,0.548420096364529,0.4848641008329588,0.548420096364529,0.4542393818975463,0.5200682612911326,0.4455502952267646,0.5201378881871296,0.5035572428042611,0.5777424692196839,0.4469082359978793,0.5184359512782781,0.5297447525704114,0.6021992540627532
Soft-Whitening,128,64,base_dim_128.pt,0.4647160343427806,0.5413515910145775,0.4860657345907816,0.5510669909107356,0.4860657345907816,0.5510669909107356,0.4577832621981088,0.5251256102777457,0.44819968997325443,0.5222941167554704,0.505796868888627,0.5793112589754137,0.4530549561697794,0.5246660563054323,0.5382609999763903,0.6083941838601795
NCWP,128,2,base_dim_128.pt,0.11074207620232492,0.12361073750735005,0.11011125488875428,0.1256373429216935,0.11011125488875428,0.1256373429216935,0.09695757211332906,0.10833579841996577,0.12272994059842057,0.14098939644976063,0.16265888734519407,0.17600888536833392,0.12666191600734325,0.1444914573631901,0.18305059729440024,0.19662150906049736
NCWP,128,4,base_dim_128.pt,0.18788038452999847,0.219014884905337,0.18566075749202518,0.2150646546489931,0.18566075749202518,0.2150646546489931,0.17645011291330662,0.20832606436746023,0.1728759182345972,0.20464784988570256,0.23992507960649448,0.2704355335454792,0.18221185141352522,0.21530540004889895,0.27483156111821283,0.30548896193596903
NCWP,128,8,base_dim_128.pt,0.27874114657333054,0.323536284435755,0.2583186791763281,0.29767619629299386,0.2583186791763281,0.29767619629299386,0.2559829105970854,0.29596922579104673,0.25439666740824624,0.30934411561172276,0.36890248906550926,0.42763545832637234,0.25599712425114446,0.30792871117576065,0.3971489626364063,0.4525280364218614
